term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
60 months,OWN,debt_consolidation,Verified,Fully Paid,10000,10000,10000,69996,15.95,242.92,13.51,0,0,8,0,6694,17,14258.53363,14258.53,10000,4258.53,3356.88,0
36 months,RENT,moving,Not Verified,Does not meet the credit policy. Status:Fully Paid,24000,24000,1025,99996,10.71,782.44,0.35,0,1,5,0,1344,7,28484.77667,1216.54,24000,4406.54,8390.03,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,14000,14000,14000,320000,7.91,438.13,5.23,0,1,10,0,45763,26,15554.79265,15554.79,14000,1554.79,5489.48,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,19400,19400,19220.94393,70500,13.11,654.65,11.76,0,0,8,0,28071,15,18611.89,18427.57,14381.16,3946.63,38.08,1
36 months,OWN,debt_consolidation,Verified,Fully Paid,13750,13750,13700,40000,8.88,436.48,24.63,0,2,10,0,500,24,15007.64707,14953.07,13750,1257.65,8913.61,0
60 months,MORTGAGE,house,Verified,Fully Paid,14000,14000,13975,77000,11.11,305.17,15.93,0,1,12,0,29545,40,14155.51984,14130.24,14000,155.52,854.39,0
36 months,RENT,credit_card,Not Verified,Fully Paid,2675,2675,177.67,40000,8.07,83.92,16.68,0,0,11,0,19210,25,3020.761194,197.62,2675,345.76,84.87,0
60 months,MORTGAGE,debt_consolidation,Verified,Charged Off,30000,30000,29386.23104,117000,19.69,789.66,19.9,0,0,15,0,23792,62,27810.98,26734.53,12354.9,12914.22,68.7,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,24000,24000,23305.60907,72000,14.96,831.52,22.42,0,1,12,0,16720,23,29935.66608,28965.75,24000,5935.67,873.91,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,5500,5500,5475,46800,11.49,181.35,18.97,0,1,16,1,21441,35,6557.419743,6527.61,5500,1042.42,29.93,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,47000,12.87,201.8,3.75,1,1,4,0,3343,32,7264.780553,7264.78,6000,1264.78,206.27,0
36 months,MORTGAGE,major_purchase,Not Verified,Fully Paid,9200,9200,5825,66500,9.32,293.91,8.35,0,0,11,0,2719,21,9602.3388,6079.74,9200,402.34,8138.87,0
36 months,OWN,debt_consolidation,Not Verified,Charged Off,20000,20000,10460.78,45000,12.84,672.36,19.12,0,5,18,0,14729,44,2202.97,1773.61,921.42,423.1,672.36,1
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,16200,16200,15891.43539,79000,11.49,356.2,17.04,0,1,14,0,56853,30,19937.76092,19555.04,16200,3737.76,9662.43,0
36 months,MORTGAGE,small_business,Not Verified,Fully Paid,19000,19000,14201.74,105000,12.21,632.99,15.51,0,1,13,0,49836,26,22507.96648,16323.94,18999.99,3507.98,6061.66,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,6000,6000,6000,22356,7.9,187.75,4.62,0,0,4,0,2733,4,6758.656936,6758.66,6000,758.66,192.49,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,15000,15000,11642.27,105000,10.95,490.71,8.14,0,0,12,0,13333,28,17332.26035,13402.62,14999.99,2332.27,2809.19,0
36 months,RENT,wedding,Source Verified,Fully Paid,5000,5000,5000,49000,10.65,162.87,20.25,0,1,10,0,5415,53,5863.155187,5863.16,5000,863.16,174.21,0
60 months,MORTGAGE,small_business,Not Verified,Charged Off,5000,5000,5000,25000,13.23,114.36,7.73,1,1,15,1,3808,33,6465.95,6465.95,4557.09,1817.24,145.96,1
36 months,MORTGAGE,small_business,Not Verified,Fully Paid,2800,2800,2800,89000,14.96,97.01,20.95,0,0,9,0,33167,37,3492.174639,3492.17,2800,692.17,104.54,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,16775,9275,4686.77,83000,11.97,307.93,7.46,0,0,9,1,17430,18,11085.48,5478,9274.98,1810.5,307.93,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,13200,13200,13200,130000,19.69,347.45,18.39,0,2,12,0,10096,23,14053.37962,14053.38,13200,853.38,13015.05,0
36 months,RENT,wedding,Verified,Charged Off,20000,20000,3300.0137,76000,13.16,675.41,16.56,0,0,11,0,21118,28,12000.41,1976.51,8469.44,3007.94,675.41,1
36 months,MORTGAGE,medical,Verified,Fully Paid,8375,8375,8375,50400,7.51,260.56,21.14,0,3,18,0,10710,47,9140.800316,9140.8,8375,765.8,4461.12,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,2400,2400,2400,32280,8.88,76.19,11.86,0,0,5,0,10308,8,2742.83436,2742.83,2400,342.83,80.24,0
60 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,20000,13750,13750,70800,17.49,345.36,13.34,0,0,11,0,16281,35,18945.84596,18945.85,13750,5195.85,8266.94,0
36 months,RENT,other,Source Verified,Fully Paid,2200,2200,2172.921022,42000,9.63,70.61,21.77,0,0,14,0,14544,20,2541.851009,2510.57,2200,341.85,75.06,0
60 months,RENT,credit_card,Verified,Charged Off,22800,22800,22775,68000,17.27,569.96,10.02,0,1,11,0,14174,20,18005.4,17985.75,7198.55,7049.56,32,1
36 months,RENT,small_business,Not Verified,Charged Off,10000,10000,10000,60000,15.23,347.79,18.38,1,2,16,0,28464,27,7242.02,7242.02,4975.12,1955.88,347.79,1
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,11100,11100,10976.17611,82500,8.94,352.67,21.53,0,0,10,0,46429,36,12623.90093,12474.82,11100,1523.9,2771.81,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,10000,10000,9975,70000,13.72,231.24,24.72,0,1,10,0,88408,19,13362.39817,13328.99,10000,3362.4,4356.06,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,28100,28100,28097.15121,60000,14.65,663.35,24.16,0,1,7,0,14692,23,30429.8072,30423.91,28100,2329.81,125.44,0
60 months,MORTGAGE,car,Source Verified,Fully Paid,9000,9000,9000,90000,13.43,206.77,2.28,0,1,5,1,8600,19,12405.71002,12405.71,9000,3405.71,206.28,0
36 months,RENT,small_business,Not Verified,Fully Paid,12000,12000,3932.074502,95000,15.68,420.02,22.68,0,2,3,0,27844,10,14833.90045,4879.66,12000,2833.9,4342.18,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,1000,1000,1000,26400,10.99,32.74,22.59,0,0,4,0,1895,6,1178.384723,1178.38,1000,178.38,37.55,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5000,5000,5000,84000,10,161.34,9.43,0,0,4,1,7023,7,5780.468615,5780.47,5000,780.47,1103.39,0
36 months,RENT,other,Verified,Fully Paid,16000,16000,16000,45000,10.59,520.72,2.45,1,0,6,0,3837,11,18004.60101,18004.6,16000,2004.6,9159.98,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,9000,9000,9000,48000,13.99,307.56,22.63,1,1,7,0,5700,16,11071.9367,11071.94,9000,2071.94,328.11,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,7000,7000,6925,28038,7.88,218.97,14.51,0,1,6,0,13250,11,7882.966264,7798.51,7000,882.97,225.95,0
36 months,RENT,credit_card,Not Verified,Fully Paid,3600,3600,3600,53000,9.25,114.9,5.57,0,0,8,0,3356,16,4115.499263,4115.5,3600,515.5,119.15,0
60 months,MORTGAGE,home_improvement,Verified,Charged Off,24000,24000,24000,140000,11.71,530.36,16.71,0,0,7,0,9720,25,11851.24,11851.24,3092.23,2206.47,530.36,1
60 months,RENT,small_business,Source Verified,Charged Off,10800,10800,10800,31200,21.36,294.37,19.81,0,1,5,0,499,13,3542.72,3542.72,1084.09,1840.53,435.63,1
36 months,RENT,credit_card,Not Verified,Fully Paid,5900,5900,5800,58000,9.32,188.49,5.07,0,1,12,0,4499,26,6785.453136,6670.45,5900,885.45,212.45,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Current,12000,12000,12000,48000,11.71,265.18,23.3,0,0,8,0,15010,27,14294.5,14294.5,10446.08,3848.42,265.18,0
60 months,OWN,other,Verified,Charged Off,35000,35000,34975,110000,12.69,790.82,6.25,0,2,11,0,1639,21,19666.35,19652.35,6295.93,4775.31,28.56,1
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,4300,4300,4300,30000,9.63,138.01,12.96,0,1,5,0,870,5,4841.505317,4841.51,4300,541.51,2088.13,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,7875,7875,7875,25000,19.42,206.11,19.82,0,1,12,0,6992,22,11973.76001,11973.76,7875,4098.76,3121.78,0
60 months,MORTGAGE,home_improvement,Source Verified,Charged Off,6000,6000,6000,50000,15.23,143.47,18.34,0,1,7,0,2657,23,2869.06,2869.06,1511.4,1338.4,143.47,1
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,6000,6000,6000,80000,6.03,182.62,9.03,0,0,11,0,19959,23,6116.602817,6116.6,6000,116.6,5570.49,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,6500,6500,6250,170000,7.49,202.17,13.59,0,0,12,0,5795,29,7277.740546,6997.83,6500,777.74,229.39,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,7000,7000,7000,24000,15.62,244.79,19.35,0,0,6,0,3264,6,8812.348944,8812.35,7000,1812.35,258.97,0
60 months,RENT,debt_consolidation,Source Verified,Current,12000,12000,11750,53100,14.27,280.91,22.85,0,0,11,0,11262,24,15132.86,14816.92,10364.27,4768.59,280.91,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,12000,12000,12000,72800,7.66,374.16,7.91,0,0,12,1,11525,20,13366.8062,13366.81,12000,1366.81,2287.05,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,15000,13575,13075,55000,6.54,416.31,5.52,0,2,7,0,4476,24,14987.35132,14435.33,13575,1412.35,439.34,0
60 months,RENT,car,Not Verified,Fully Paid,5600,5600,5600,24000,11.49,123.14,3.75,0,0,2,0,1599,4,6653.533413,6653.53,5600,1053.53,3967.6,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Does not meet the credit policy. Status:Fully Paid,20000,20000,19642.14949,265000,12.73,671.33,7.14,1,4,17,0,22114,51,24168.77525,23677.11,19999.99,4168.78,716.54,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,21600,21600,21600,95000,13.92,737.36,11.23,1,0,13,0,31904,26,26544.82887,26544.83,21600,4944.83,757.7,0
60 months,MORTGAGE,debt_consolidation,Verified,Charged Off,18000,18000,16000,54000,11.49,395.78,19.04,0,0,14,0,9714,40,2765,2457.21,1606.49,1158.51,395.78,1
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,6000,6000,5975,30000,13.98,205.01,20.08,0,3,13,0,1902,23,7297.650742,7267.24,6000,1297.65,1774.63,0
36 months,RENT,debt_consolidation,Source Verified,Charged Off,16000,16000,16000,45000,13.06,539.57,17.49,0,1,6,0,11292,14,7552.37,7552.37,5481.85,2055.05,539.57,1
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,7500,7500,7500,175000,19.69,277.55,20.96,0,0,20,0,58128,41,9991.491175,9991.49,7500,2491.49,291.33,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,10000,10000,10000,35004,7.51,311.1,18.24,0,2,8,0,1760,18,11001.67009,11001.67,10000,1001.67,4490.21,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,18225,18225,18200,50000,14.91,630.98,22.27,0,0,10,0,13230,15,22602.31223,22571.31,18225,4377.31,3710.38,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,6000,6000,6000,50000,12.99,202.14,19.08,0,0,4,0,10242,17,7115.144749,7115.14,6000,1115.14,2473,0
36 months,OWN,major_purchase,Not Verified,Fully Paid,12000,12000,12000,90000,6.03,365.23,7.69,0,0,13,0,4136,23,13148.13786,13148.14,12000,1148.14,367.95,0
36 months,MORTGAGE,wedding,Not Verified,Fully Paid,6000,6000,6000,61000,15.23,208.67,12.96,0,2,13,0,3809,31,6076.47125,6076.47,6000,76.47,6078.12,0
36 months,RENT,debt_consolidation,Source Verified,Charged Off,5000,5000,5000,60000,11.99,166.05,18.62,0,0,12,0,7241,13,1792.23,1792.23,1214.24,445.86,166.05,1
60 months,RENT,debt_consolidation,Verified,Charged Off,25000,25000,24975,67200,16.02,608.22,14.86,0,3,10,0,21846,26,3037.88,3034.87,1401.28,1622.12,608.22,1
36 months,RENT,credit_card,Not Verified,Fully Paid,8400,8400,8400,48000,11.12,275.49,22.43,0,0,9,0,27869,21,9506.787758,9506.79,8400,1106.79,48.82,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,15000,15000,14700,96000,8.9,310.65,15.45,0,0,13,0,7,30,16509.37248,16179.19,15000,1509.37,12187.16,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,4500,4500,4500,147884.76,11.49,148.38,7.13,0,1,11,0,11964,21,5341.279433,5341.28,4500,841.28,163.68,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,35000,35000,34975,350000,17.49,1256.4,9.29,1,0,9,0,64979,24,44450.49559,44418.75,35000,9450.5,11827.83,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,15600,15600,7915.22,50000,12.21,519.72,4.06,0,1,10,0,16594,26,17842.1079,8750.51,15600,2242.11,412.56,0
36 months,RENT,debt_consolidation,Verified,Does not meet the credit policy. Status:Fully Paid,20000,20000,13512.64879,75000,14.96,692.9,0.98,1,4,6,0,9306,9,24979.56754,16582.42,20000,4944.92,722.6,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,20000,20000,19475,120000,11.11,655.82,13.18,0,1,12,0,27359,26,23487.47847,22870.93,20000,3487.48,4544.64,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,7500,7500,7500,46000,13.49,254.48,12.52,0,0,12,0,9599,18,9011.311472,9011.31,7500,1511.31,2669.55,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,1300,1300,850,47000,10.46,42.23,18.15,0,1,9,1,7006,13,1535.588749,1004.04,1300,220.59,3.12,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,7000,7000,7000,2.00E+05,10.99,229.14,12.83,0,2,11,0,28005,28,7305.30592,7305.31,7000,305.31,6393.23,0
60 months,MORTGAGE,home_improvement,Verified,Fully Paid,12000,12000,11975,41000,10.99,260.85,4.04,0,0,10,0,6935,14,15648.88999,15616.29,12000,3648.89,519.59,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,20000,20000,19739.93189,115000,19.41,523.34,10.11,0,3,5,0,5271,25,29351.00132,28787.12,20000,9351,10540.42,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,12800,12800,12800,55000,5.42,386.05,6.17,0,0,6,0,12500,35,13802.51483,13802.51,12800,1002.51,2773.43,0
36 months,RENT,other,Verified,Fully Paid,4500,4500,4312.350113,51000,16.95,160.33,5.65,1,0,4,0,1925,8,5771.456093,5508.83,4500,1271.46,163.47,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,6725,6725,6725,70000,6.62,206.49,13.92,0,1,8,0,2802,19,7433.324659,7433.32,6725,708.32,212.84,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,15200,15200,14814.37051,120999.96,13.61,516.63,14.27,0,0,10,1,19837,34,18599.89741,18120.81,15200,3399.9,597.13,0
60 months,OWN,small_business,Source Verified,Does not meet the credit policy. Status:Charged Off,9700,9700,9700,45600,13.35,222.45,12.89,0,4,13,0,22261,35,1737.89,1737.89,703.61,625.39,222.45,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4200,4200,4200,61600,7.29,130.25,6.58,0,1,4,0,5475,14,4654.582836,4654.58,4200,454.58,1279.7,0
36 months,RENT,credit_card,Not Verified,Fully Paid,10600,10600,10600,65600,12.99,357.11,19.87,0,1,8,0,39582,18,12778.03831,12778.04,10600,2178.04,2432.17,0
36 months,MORTGAGE,medical,Source Verified,Charged Off,4000,4000,3975,70500,13.79,136.31,8.19,0,2,8,0,11352,19,1968.29,1956,1360.45,543.73,136.31,1
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,8875,8875,8875,24000,15.28,212.45,14.8,0,1,7,0,9231,10,12746.31077,12746.31,8875,3871.31,211.76,0
36 months,MORTGAGE,major_purchase,Source Verified,Fully Paid,6000,6000,6000,33000,6.03,182.62,26.76,0,0,10,0,2217,23,6574.052163,6574.05,6000,574.05,184.86,0
36 months,OWN,credit_card,Not Verified,Fully Paid,8350,8350,7589.87,60000,11.34,274.72,14.56,0,0,10,1,15629,22,9889.696247,8967.91,8350,1539.7,287.83,0
36 months,RENT,other,Source Verified,Charged Off,8875,8875,8875,23000,10.74,289.47,17.32,2,1,6,0,451,17,3262.31,3262.31,2180.76,707.29,429.08,1
60 months,MORTGAGE,debt_consolidation,Verified,Charged Off,15000,15000,14611.0558,55800,19.66,394.58,16.92,1,0,6,0,629,13,8679.55,8246.59,3888.98,4790.57,33.66,1
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,5000,5000,5000,85000,13.61,169.95,13.47,1,3,9,0,12436,27,6118.217373,6118.22,5000,1118.22,191.53,0
36 months,OWN,debt_consolidation,Verified,Fully Paid,6400,6400,6375,53947,9.62,205.38,21.13,0,2,24,0,4235,55,7393.454153,7364.57,6399.99,993.47,217.06,0
36 months,RENT,car,Verified,Fully Paid,5000,5000,4346.182387,47998,16,175.79,3.73,0,3,4,0,3218,5,5491.504572,4771.46,5000,491.5,4264.78,0
36 months,MORTGAGE,home_improvement,Verified,Charged Off,13750,13750,13750,38644,16.45,486.47,18.6,0,0,6,0,1477,7,3924.65,3924.65,2169.3,1229.2,486.47,1
36 months,MORTGAGE,home_improvement,Not Verified,Charged Off,16000,16000,16000,45000,14.22,548.55,8.53,0,0,6,0,8116,22,1266.91,1266.91,0,492.33,548.55,1
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,25000,25000,24468.03034,90000,11.86,554.35,13.96,0,0,7,0,22831,23,28957.44548,28204.35,25000,3957.45,19553.42,0
36 months,RENT,major_purchase,Source Verified,Fully Paid,10000,10000,9825,53000,8.94,317.72,13.09,0,1,11,0,3706,19,10806.26338,10617.15,9999.99,806.27,2939.37,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,7500,7500,7500,55000,7.51,233.34,4.17,0,0,11,1,6230,20,8378.303337,8378.3,7500,878.3,1391.5,0
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,20000,20000,19200,122000,13.23,676.1,14.28,0,6,10,0,16976,35,21972.19011,21093.3,20000,1972.19,15899.15,0
36 months,MORTGAGE,wedding,Not Verified,Fully Paid,4000,4000,4000,40000,17.58,143.77,8.82,0,2,6,0,2876,21,5175.635852,5175.64,4000,1175.64,154.66,0
36 months,RENT,debt_consolidation,Verified,Charged Off,1400,1400,1400,48000,10,45.18,10.68,0,1,5,0,11519,17,355.49,355.49,239.58,75.42,45.18,1
36 months,RENT,home_improvement,Source Verified,Fully Paid,6000,6000,5994.919696,564000,7.14,185.65,1.51,0,0,6,0,1797,13,6683.610369,6677.45,6000,683.61,194.57,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,24000,24000,6150,133000,14.17,560.56,15.31,0,1,10,0,37772,27,33633.21018,8618.51,24000,9633.21,560.17,0
36 months,OTHER,home_improvement,Not Verified,Fully Paid,4800,4800,1250.76,35000,9.76,154.35,16.77,0,1,7,0,7708,12,5556.273087,1299.34,4800,756.28,154.67,0
36 months,RENT,other,Not Verified,Fully Paid,11000,11000,2225,60000,10.71,358.62,0.4,0,2,5,0,2217,5,11467.4452,2319.56,11000,467.45,10033.69,0
36 months,OTHER,other,Not Verified,Charged Off,20000,20000,4031.290514,55000,11.34,658,5.19,2,0,8,0,5482,28,6767.46,1369.23,5044.6,1722.86,658,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,1600,1600,1600,14400,18.25,58.05,22.92,0,0,9,0,1775,15,2089.55,2089.55,1600,489.55,61.64,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,10000,10000,9475,51000,9.99,322.63,3.29,0,1,8,0,5804,11,11615.39005,11005.58,10000,1615.39,352.32,0
36 months,RENT,other,Not Verified,Fully Paid,6500,6500,5135.66,39520,11.89,215.57,8.47,0,1,7,1,7763,7,7760.332166,5999.33,6500,1260.33,234.73,0
36 months,MORTGAGE,small_business,Verified,Fully Paid,5100,5100,3700,61200,10.51,165.79,5.67,0,0,4,0,40,4,5230.862343,3794.95,5100,130.86,4899.98,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,12000,12000,959.25,40000,9.2,382.72,10.14,0,1,8,1,3179,10,13777.70649,1004.46,12000,1777.71,385.05,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,14575,14575,5700,45000,13.99,339.06,24.96,0,1,19,0,17670,40,16478.71219,6444.5,14575,1903.71,12752.57,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9825,30000,11.48,329.69,16,0,2,7,0,4429,8,11869.10185,11661.39,10000,1869.1,355.91,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,7400,7400,7400,71000,14.84,255.95,17.83,0,0,13,0,6093,23,9214.409904,9214.41,7400,1814.41,273.1,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,15000,15000,15000,93000,12.99,505.34,18.95,1,1,14,0,18273,33,17904.68386,17904.68,15000,2904.68,5285.32,0
60 months,MORTGAGE,car,Source Verified,Does not meet the credit policy. Status:Fully Paid,14000,14000,13725,343368,13.98,325.62,5.2,0,5,8,0,18521,32,19536.37021,19152.62,14000,5536.37,339.29,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,47820,5.42,180.96,13.1,0,0,15,0,4875,41,6450.203795,6450.2,6000,450.2,109.44,0
36 months,OWN,debt_consolidation,Not Verified,Fully Paid,6500,6500,500,45000,10.28,210.6,5.87,0,0,6,0,5607,7,7648.052287,588.31,6500,1088.05,188.8,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,12000,12000,6475,55000,13.55,407.52,14.99,0,2,12,0,10918,45,13861.22548,7479.29,12000,1861.23,7355.37,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,8000,8000,8000,56888,16.29,282.41,20.42,1,2,11,1,3568,24,10192.67916,10192.68,8000,2177.68,17.01,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6025,6025,5775,48000,10.65,196.26,16.48,0,0,11,0,18736,18,7065.091775,6771.93,6025,1040.09,201.74,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,14125,14125,14125,36500,8.9,448.52,21.99,0,0,17,0,17613,41,16146.48,16146.48,14125,2021.48,463.96,0
60 months,RENT,debt_consolidation,Not Verified,Fully Paid,8000,8000,8000,32000,11.86,177.4,7.01,0,0,5,0,5703,11,10643.19665,10643.2,8000,2643.2,199,0
36 months,OWN,home_improvement,Verified,Fully Paid,4000,4000,4000,39996,14.35,137.4,6.27,0,3,8,0,3032,14,4946.372653,4946.37,4000,946.37,148.9,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,25000,25000,14050,285000,16.32,882.84,14.67,0,0,12,0,95324,24,29494.31828,16575.82,25000,4494.32,20.27,0
60 months,RENT,debt_consolidation,Source Verified,Charged Off,24000,24000,23747.5039,62000,19.42,628.14,18.46,0,0,10,0,17065,34,17538.82,17349.3,6947.68,8126.67,33.6,1
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,15000,15000,14750,78000,8.49,473.45,16.51,0,0,11,0,88319,32,16752.83722,16473.62,15000,1752.84,6825,0
36 months,MORTGAGE,wedding,Source Verified,Fully Paid,15000,15000,15000,57500,6.03,456.54,0.96,0,0,7,0,508,14,16353.95117,16353.95,15000,1353.95,4032.43,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,8000,8000,8000,50400,15.62,279.76,15.95,0,0,7,0,6670,9,10049.87556,10049.88,8000,2049.88,1114.44,0
36 months,MORTGAGE,moving,Source Verified,Fully Paid,2500,2500,2500,60000,6.99,77.19,19.18,0,3,10,0,2241,32,2778.048132,2778.05,2500,278.05,157.86,0
